userName;content;score;at;sentimen;hasil_prediksi;kategori;sentimen_kategori
Pengguna Google;sangat membantu;50.0;14/06/2025 13:08;puas;puas;lainnya;lainnya
Pengguna Google;mengecewakan banget grabb plus kirain dapet mobil bagus malah dapet bluebird mobil kaya odong2!!!;10.0;14/06/2025 12:58;tidak puas;tidak puas;lainnya;driver
Pengguna Google;sya sngat senang;50.0;14/06/2025 12:44;puas;puas;lainnya;lainnya
Pengguna Google;oke;50.0;14/06/2025 12:38;puas;puas;lainnya;lainnya
Pengguna Google;good;50.0;14/06/2025 12:27;puas;puas;lainnya;lainnya
Pengguna Google;baguss;50.0;14/06/2025 12:18;puas;puas;lainnya;lainnya
Pengguna Google;baik bangeeeet;50.0;14/06/2025 12:15;puas;puas;lainnya;lainnya
Pengguna Google;good job;50.0;14/06/2025 12:03;puas;puas;lainnya;lainnya
Pengguna Google;suka sekali;50.0;14/06/2025 12:01;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;14/06/2025 12:00;puas;puas;lainnya;lainnya
Pengguna Google;sangat ramah;50.0;14/06/2025 11:55;puas;puas;driver;driver
Pengguna Google;ok;50.0;14/06/2025 11:53;puas;puas;lainnya;lainnya
Pengguna Google;cepat banget dapat pelayanan nya;50.0;14/06/2025 11:45;puas;puas;driver;driver
Pengguna Google;alhamdulillah lancar;50.0;14/06/2025 11:37;puas;puas;lainnya;lainnya
Pengguna Google;menyenakan;50.0;14/06/2025 11:17;puas;puas;lainnya;lainnya
Pengguna Google;mantapp;50.0;14/06/2025 11:14;puas;puas;sistem aplikasi;sistem aplikasi
Pengguna Google;mantap;50.0;14/06/2025 11:14;puas;puas;lainnya;lainnya
Pengguna Google;grab hemat mau itu yang food exfres ataupin bike semuanya merugikan driver para driver dipaksa ambil tarif murah karena tidak ada pekerjaan lain yang jadi pertanyaak kendaraan yang rawat siapa;10.0;14/06/2025 11:01;tidak puas;tidak puas;driver;driver
Pengguna Google;sangat membantu;50.0;14/06/2025 10:54;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;14/06/2025 10:24;puas;puas;lainnya;lainnya
Pengguna Google;lumayan murah dan ada vouchee untuk grab food nya waluapun gak besar;40.0;14/06/2025 10:21;puas;netral;lainnya;driver
Pengguna Google;sangat membantu;50.0;14/06/2025 10:16;puas;puas;lainnya;lainnya
Pengguna Google;algoritma diskonnya membagongkan. serasa dipermainkan sama aplikasi ini;10.0;14/06/2025 10:08;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;oky oky sajah lah yg pnting amanah;30.0;14/06/2025 09:46;netral;netral;lainnya;lainnya
Pengguna Google;ok;50.0;14/06/2025 09:41;puas;puas;lainnya;lainnya
Pengguna Google;good sangat membantu 🙏;50.0;14/06/2025 09:26;puas;puas;lainnya;lainnya
Pengguna Google;enak mantab;50.0;14/06/2025 09:13;puas;puas;lainnya;lainnya
Pengguna Google;terimakasih;50.0;14/06/2025 09:01;puas;puas;lainnya;lainnya
Pengguna Google;harga bisa berubah ubah dari awalnya 31k bisa jadi 72k;10.0;14/06/2025 08:49;tidak puas;tidak puas;lainnya;driver
Pengguna Google;pokoknya yg terbaik;50.0;14/06/2025 08:48;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;14/06/2025 08:46;puas;puas;lainnya;lainnya
Pengguna Google;istimewa;50.0;14/06/2025 08:38;puas;puas;lainnya;lainnya
Pengguna Google;pelayanan ok;50.0;14/06/2025 08:28;puas;puas;driver;driver
Pengguna Google;udh punya apliksi grep skrng enak ga ribet;50.0;14/06/2025 08:26;puas;puas;lainnya;driver
Pengguna Google;good application;50.0;14/06/2025 08:05;puas;puas;sistem aplikasi;sistem aplikasi
Pengguna Google;terima kasih mudah-mudahan berikan banyak rezeki;50.0;14/06/2025 07:59;puas;puas;lainnya;lainnya
Pengguna Google;sangat mempermudah perjalanan;50.0;14/06/2025 07:54;puas;puas;lainnya;lainnya
Pengguna Google;seru dan menyenangkan;50.0;14/06/2025 07:49;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;14/06/2025 07:38;puas;puas;lainnya;lainnya
Pengguna Google;lebih mudah .;50.0;14/06/2025 07:37;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu;50.0;14/06/2025 07:32;puas;puas;lainnya;lainnya
Pengguna Google;layanan cepat memuaskan;50.0;14/06/2025 07:27;puas;puas;driver;driver
Pengguna Google;sangat sopan santun dan ramah;50.0;14/06/2025 07:26;puas;puas;driver;driver
Pengguna Google;ok;50.0;14/06/2025 07:19;puas;puas;lainnya;lainnya
Pengguna Google;ok;40.0;14/06/2025 07:15;puas;puas;lainnya;lainnya
Pengguna Google;makin kesini makin parah nya grab.. klo harus milih driver jadi ribet tolong hilang kan beta nya.;10.0;14/06/2025 07:11;tidak puas;tidak puas;driver;driver
Pengguna Google;easy to order food;50.0;14/06/2025 06:53;puas;puas;sistem aplikasi;sistem aplikasi
Pengguna Google;baik;50.0;14/06/2025 06:36;puas;puas;lainnya;lainnya
Pengguna Google;bagus;40.0;14/06/2025 06:29;puas;puas;lainnya;lainnya
Pengguna Google;sekarang aplikasi nya makin susah aja ana tampil beta itu sangat menyusahkan cari driver dan kalo dapet juga kasian driver nya malah dapet yang jauhh ....coba hapus aja beta nya coba di perbaiki;10.0;14/06/2025 06:23;tidak puas;netral;driver;driver
Pengguna Google;sangat baik;50.0;14/06/2025 06:19;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;14/06/2025 06:17;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;14/06/2025 06:15;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu dan memuaskan;40.0;14/06/2025 06:08;puas;puas;lainnya;lainnya
Pengguna Google;saya kecewa banget sama drivernya. telat 2 menit langsung di batalin sama drivernya. saya hapus aja grab ini. ga guna;10.0;14/06/2025 05:55;tidak puas;tidak puas;driver;driver
Pengguna Google;plis lah setiap gw apa apa iklan trus gangu bgt ini iklan grab!!! gimana cara ilangin nya;10.0;14/06/2025 05:54;tidak puas;tidak puas;lainnya;lainnya
Pengguna Google;terimakasih 🙏;50.0;14/06/2025 05:34;puas;puas;lainnya;lainnya
Pengguna Google;mudah terjangkau;50.0;14/06/2025 05:26;puas;puas;lainnya;lainnya
Pengguna Google;mantap;30.0;14/06/2025 05:23;netral;puas;lainnya;lainnya
Pengguna Google;bagus pelayanan nya;50.0;14/06/2025 05:17;puas;puas;driver;driver
Pengguna Google;baik;50.0;14/06/2025 05:16;puas;puas;lainnya;lainnya
Pengguna Google;well;50.0;14/06/2025 05:11;puas;puas;lainnya;lainnya
Pengguna Google;masuk daftar tidak di respon aplikasi konfrimasi vertisifikasi;10.0;14/06/2025 04:54;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;oke;50.0;14/06/2025 04:24;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;14/06/2025 04:11;puas;puas;lainnya;lainnya
Pengguna Google;tidak lama menunggu dan ramah;50.0;14/06/2025 03:57;puas;puas;driver;driver
Pengguna Google;alhamdulillah sudah sampai 7an dengan aman;50.0;14/06/2025 03:57;puas;puas;lainnya;driver
Pengguna Google;luar biasa;50.0;14/06/2025 03:53;puas;puas;lainnya;lainnya
Pengguna Google;bgus;50.0;14/06/2025 03:15;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;14/06/2025 03:03;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;14/06/2025 02:40;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;14/06/2025 02:23;puas;puas;lainnya;lainnya
Pengguna Google;memuaskan;50.0;14/06/2025 02:17;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu dan cepat;50.0;14/06/2025 01:42;puas;puas;driver;driver
Pengguna Google;iya bagus;50.0;14/06/2025 01:38;puas;puas;lainnya;lainnya
Pengguna Google;ramah'abng grabny;50.0;14/06/2025 01:37;puas;puas;driver;driver
Pengguna Google;luar biasaaa;50.0;14/06/2025 01:32;puas;puas;lainnya;lainnya
Pengguna Google;good;50.0;14/06/2025 01:23;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu;50.0;14/06/2025 01:15;puas;puas;lainnya;lainnya
Pengguna Google;pelayanan bagus;50.0;14/06/2025 01:15;puas;puas;driver;driver
Pengguna Google;terbaik;50.0;14/06/2025 01:10;puas;puas;lainnya;lainnya
Pengguna Google;promonya pelit;30.0;14/06/2025 00:42;netral;netral;lainnya;lainnya
Pengguna Google;ok;50.0;14/06/2025 00:23;puas;puas;lainnya;lainnya
Pengguna Google;sempurna;50.0;14/06/2025 00:20;puas;puas;lainnya;lainnya
Pengguna Google;tolong kenapa akun saya tiba2 logout dan tidak bisa login?????;10.0;14/06/2025 00:11;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;sebenarnya bagus cuma sayang tidak ada pilihan mau kewat tol apa tidak apa lagi bayar tol tidak termasuk dari biaya yang tertera lagi jadi ribet;50.0;13/06/2025 23:55;puas;tidak puas;sistem aplikasi;driver
Pengguna Google;mempermudah;50.0;13/06/2025 23:08;puas;puas;lainnya;lainnya
Pengguna Google;mudah;50.0;13/06/2025 22:20;puas;puas;lainnya;lainnya
Pengguna Google;mantap success;50.0;13/06/2025 20:43;puas;netral;lainnya;lainnya
Pengguna Google;bagus;50.0;13/06/2025 19:51;puas;puas;lainnya;lainnya
Pengguna Google;bagus dan nyaman;50.0;13/06/2025 18:18;puas;puas;lainnya;driver
Pengguna Google;berguna;50.0;13/06/2025 18:06;puas;puas;lainnya;lainnya
Pengguna Google;cukup bagus;50.0;13/06/2025 17:19;puas;puas;lainnya;lainnya
Pengguna Google;mantaap makasih bpk. driver;50.0;13/06/2025 17:08;puas;puas;driver;driver
Pengguna Google;👍;50.0;13/06/2025 15:47;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;mantap;50.0;13/06/2025 15:37;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;13/06/2025 15:34;puas;puas;lainnya;lainnya
Pengguna Google;susah up date;10.0;13/06/2025 15:22;tidak puas;netral;lainnya;lainnya
Pengguna Google;mantap puas banget baru pertama kali pake grab langsung diberi kesan yanng sangat baik;50.0;13/06/2025 15:06;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;13/06/2025 14:33;puas;puas;lainnya;lainnya
Pengguna Google;siip;50.0;13/06/2025 14:32;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;13/06/2025 14:12;puas;puas;lainnya;lainnya
Pengguna Google;oke;50.0;13/06/2025 14:09;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;13/06/2025 14:08;puas;puas;lainnya;lainnya
Pengguna Google;dompet saya ketinggalan disalah satu mobil grab dengan plat polisi bg 1336 ou saya hanya ingin ada ihtikat baik nya agak mengembalikan dompet saya tersebut karna disana ada kartu kartu mohon pihak grab agar membantu saya;10.0;13/06/2025 14:06;tidak puas;tidak puas;lainnya;driver
Pengguna Google;kren;50.0;13/06/2025 14:05;puas;puas;lainnya;lainnya
Pengguna Google;👎;30.0;13/06/2025 14:03;netral;05/08/2020 12:29;lainnya;driver
Pengguna Google;ok;50.0;13/06/2025 14:02;puas;puas;lainnya;lainnya
Pengguna Google;sangat puas memakai grab..semoga semakin sukses;50.0;13/06/2025 13:46;puas;puas;lainnya;lainnya
Pengguna Google;😊 nyaman aman;50.0;13/06/2025 13:42;puas;puas;lainnya;lainnya
Pengguna Google;ramah;50.0;13/06/2025 13:33;puas;puas;driver;driver
Pengguna Google;mantap;50.0;13/06/2025 13:23;puas;puas;lainnya;lainnya
Pengguna Google;praktis;50.0;13/06/2025 13:20;puas;puas;lainnya;lainnya
Pengguna Google;komunikasi baik;50.0;13/06/2025 13:15;puas;puas;lainnya;driver
Pengguna Google;terbaik 👍👍👍👍;50.0;13/06/2025 13:15;puas;puas;lainnya;lainnya
Pengguna Google;good;50.0;13/06/2025 13:11;puas;puas;lainnya;lainnya
Pengguna Google;layanan memuaskan;50.0;13/06/2025 13:03;puas;puas;lainnya;lainnya
Pengguna Google;keren;50.0;13/06/2025 13:02;puas;puas;lainnya;lainnya
Pengguna Google;terbaik;50.0;13/06/2025 12:59;puas;puas;lainnya;lainnya
Pengguna Google;udh bagus cmn itu tolong knpa setiap mau tambahin kartu eror trus mohon di perbaiki;30.0;13/06/2025 12:52;netral;netral;lainnya;driver
Pengguna Google;ok;50.0;13/06/2025 12:46;puas;puas;lainnya;lainnya
Pengguna Google;sangat baik dan membantu;50.0;13/06/2025 12:36;puas;puas;lainnya;lainnya
Pengguna Google;keren;50.0;13/06/2025 12:16;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;13/06/2025 12:07;puas;puas;lainnya;lainnya
Pengguna Google;kebanyakan respon cepat';50.0;13/06/2025 11:57;puas;puas;driver;driver
Pengguna Google;👍;50.0;13/06/2025 11:53;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;kebanyakan update dan lebih mahal dibanding aplikasi lainnya;30.0;13/06/2025 11:53;netral;netral;sistem aplikasi;sistem aplikasi
Pengguna Google;bagus deh pokoknya;50.0;13/06/2025 11:44;puas;puas;lainnya;lainnya
Pengguna Google;membantu perjalanan tarif terpercaya 👍;50.0;13/06/2025 11:41;puas;puas;lainnya;lainnya
Pengguna Google;error mulu capek;10.0;13/06/2025 11:40;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;ok;50.0;13/06/2025 11:28;puas;puas;lainnya;lainnya
Pengguna Google;pengemudinya ramah;50.0;13/06/2025 11:04;puas;puas;driver;driver
Pengguna Google;oke;50.0;13/06/2025 10:50;puas;puas;lainnya;lainnya
Pengguna Google;cepat sekali;50.0;13/06/2025 10:47;puas;puas;driver;driver
Pengguna Google;👍👍👍;50.0;13/06/2025 10:45;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;makin ke sini ongkirnya kok makin mahal? biasanya juga pake diskon makin murah;10.0;13/06/2025 10:40;tidak puas;netral;lainnya;driver
Pengguna Google;good;50.0;13/06/2025 10:18;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;13/06/2025 10:12;puas;puas;lainnya;lainnya
Pengguna Google;iklannya scam katanya harga makanan rp.1 pas gua pake ternyata zonk bukan 1 harga makanan nya;10.0;13/06/2025 10:04;tidak puas;tidak puas;lainnya;driver
Pengguna Google;sangat baik dan memuaskan;50.0;13/06/2025 10:03;puas;puas;lainnya;driver
Pengguna Google;pelayanannya mantap. 🙏🙏🙏;50.0;13/06/2025 09:38;puas;puas;driver;driver
Pengguna Google;👍;40.0;13/06/2025 09:37;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;bagus;50.0;13/06/2025 09:36;puas;puas;lainnya;lainnya
Pengguna Google;aplikasi bekerja dng baik. pengemudi kompeten dlm berkendara.;40.0;13/06/2025 09:26;puas;puas;sistem aplikasi;driver
Pengguna Google;terima kasih mas...;50.0;13/06/2025 09:08;puas;puas;lainnya;lainnya
Pengguna Google;bunga payltternya gila bner masak melebihi blanjaannya kocak bner pdahal blm jatuh tempo sadis amat ni aplikasi;10.0;13/06/2025 08:46;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;sangat membantu;50.0;13/06/2025 08:45;puas;puas;lainnya;lainnya
Pengguna Google;sangat ramah kerenn..👍👍;50.0;13/06/2025 08:41;puas;puas;driver;driver
Pengguna Google;baguss🤙🏻;50.0;13/06/2025 08:38;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu;50.0;13/06/2025 08:19;puas;puas;lainnya;lainnya
Pengguna Google;ok sangat membantu;50.0;13/06/2025 08:14;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;13/06/2025 08:10;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;13/06/2025 08:06;puas;puas;lainnya;lainnya
Pengguna Google;aplikasi yg sngt bgus;50.0;13/06/2025 08:04;puas;puas;sistem aplikasi;sistem aplikasi
Pengguna Google;terbaik;50.0;13/06/2025 08:03;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;13/06/2025 07:56;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;13/06/2025 07:53;puas;puas;lainnya;lainnya
Pengguna Google;bagus lebih bagus;50.0;13/06/2025 07:52;puas;puas;lainnya;lainnya
Pengguna Google;oke driver ramah;50.0;13/06/2025 07:27;puas;puas;driver;driver
Pengguna Google;ok ngebantu;50.0;13/06/2025 07:25;puas;puas;lainnya;lainnya
Pengguna Google;terbantu saat sedang darurat;50.0;13/06/2025 07:18;puas;puas;lainnya;lainnya
Pengguna Google;👍;50.0;13/06/2025 06:50;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;mantap;50.0;13/06/2025 06:43;puas;puas;lainnya;lainnya
Pengguna Google;aplikasi nya bagus bgtttt ishh theeebesttt 👍;50.0;13/06/2025 06:38;puas;puas;sistem aplikasi;sistem aplikasi
Pengguna Google;on time;50.0;13/06/2025 06:28;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;13/06/2025 06:27;puas;puas;lainnya;lainnya
Pengguna Google;baik ramah aman nyaman;50.0;13/06/2025 06:26;puas;puas;driver;driver
Pengguna Google;baik ramah;50.0;13/06/2025 06:26;puas;puas;driver;driver
Pengguna Google;sangat puas dengan pelayanannya;50.0;13/06/2025 06:23;puas;puas;driver;driver
Pengguna Google;membantu kemudahan hidup;50.0;13/06/2025 06:07;puas;puas;lainnya;lainnya
Pengguna Google;satu bintang aja dulu krn udah berulang kali gojek bikin saya kecewa;10.0;13/06/2025 06:01;tidak puas;netral;lainnya;driver
Pengguna Google;pengemudi nya ramah.. recomend;50.0;13/06/2025 05:58;puas;puas;driver;driver
Pengguna Google;sangat baik dan ramah juga nyaman;50.0;13/06/2025 05:43;puas;puas;driver;driver
Pengguna Google;gercep orgnya ramah;50.0;13/06/2025 05:15;puas;puas;driver;driver
Pengguna Google;mantaaappp;50.0;13/06/2025 04:27;puas;puas;sistem aplikasi;sistem aplikasi
Pengguna Google;sangat membantu;50.0;13/06/2025 04:09;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu;50.0;13/06/2025 04:03;puas;puas;lainnya;lainnya
Pengguna Google;mudah untuk di akses untuk bepergian;50.0;13/06/2025 03:49;puas;puas;lainnya;lainnya
Pengguna Google;the best;50.0;13/06/2025 03:26;puas;puas;lainnya;lainnya
Pengguna Google;bagus njir;50.0;13/06/2025 03:24;puas;puas;lainnya;lainnya
Pengguna Google;disiplinkan mitra anda!! mitra anda ini penyumbang pelanggar lalulintas terbanyak se indonesia;10.0;13/06/2025 03:08;tidak puas;tidak puas;lainnya;driver
Pengguna Google;baik;50.0;13/06/2025 02:33;puas;puas;lainnya;lainnya
Pengguna Google;jastip error;10.0;13/06/2025 02:31;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;pengemudi dengan kecepatan standart;50.0;13/06/2025 02:07;puas;puas;driver;driver
Pengguna Google;grab oke deh;50.0;13/06/2025 01:35;puas;puas;lainnya;lainnya
Pengguna Google;sangat baik;50.0;13/06/2025 01:26;puas;puas;lainnya;lainnya
Pengguna Google;ini gimana sih mau pesen grab muncul booking mobil terus udh di ulang2 berkali kali;20.0;13/06/2025 01:23;tidak puas;tidak puas;lainnya;driver
Pengguna Google;cepat pelayanan nya;50.0;13/06/2025 01:22;puas;puas;driver;driver
Pengguna Google;pelayanan memuaskan;50.0;13/06/2025 01:13;puas;puas;driver;driver
Pengguna Google;gob job;50.0;13/06/2025 00:57;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;13/06/2025 00:51;puas;puas;lainnya;lainnya
Pengguna Google;baik;50.0;13/06/2025 00:51;puas;puas;lainnya;lainnya
Pengguna Google;sangat baik;50.0;13/06/2025 00:43;puas;puas;lainnya;lainnya
Pengguna Google;puas;50.0;13/06/2025 00:28;puas;puas;lainnya;lainnya
Pengguna Google;aplikasi ribet pake selvi;10.0;12/06/2025 23:29;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;semalem pakai grab untuk pengantaran barang pakai vocer kirimyuk diskon 99% yg tadinya 11.500 jdi cm bayar 500 tpi wktu udah dtng malah disuruh bayar 8.900 pdhal jelas di tulisannya bayar 500 tlng diperbaiki servernya biar tidak merugikan pelanggan.;20.0;12/06/2025 23:27;tidak puas;tidak puas;lainnya;driver
Pengguna Google;makin kesini kok makin lola;20.0;12/06/2025 23:03;tidak puas;tidak puas;lainnya;driver
Pengguna Google;sangat baik;50.0;12/06/2025 21:41;puas;puas;lainnya;lainnya
Pengguna Google;sangat membantu perjalanan saya;50.0;12/06/2025 19:33;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;12/06/2025 18:48;puas;puas;lainnya;lainnya
Pengguna Google;sangat bagus;50.0;12/06/2025 15:17;puas;puas;lainnya;lainnya
Pengguna Google;apkny bagus cuma lama bgt dpt drivernya🙂;50.0;12/06/2025 15:12;puas;netral;driver;driver
Pengguna Google;lamaa dan mahall;10.0;12/06/2025 15:00;tidak puas;netral;driver;driver
Pengguna Google;bagus;50.0;12/06/2025 14:44;puas;puas;lainnya;lainnya
Pengguna Google;titik penjemputan tidak sesuai;10.0;12/06/2025 14:29;tidak puas;netral;lainnya;driver
Pengguna Google;bagus;50.0;12/06/2025 14:18;puas;puas;lainnya;lainnya
Pengguna Google;mantap keren murah;50.0;12/06/2025 14:15;puas;puas;lainnya;lainnya
Pengguna Google;lamaaaaa grab food..udh itu pelit diskon;10.0;12/06/2025 13:44;tidak puas;tidak puas;driver;driver
Pengguna Google;👍🏻👍🏻👍🏻;50.0;12/06/2025 13:40;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;hampir setiap bulan minta upgrade terus;10.0;12/06/2025 13:05;tidak puas;tidak puas;lainnya;sistem aplikasi
Pengguna Google;keren;50.0;12/06/2025 12:57;puas;puas;lainnya;lainnya
Pengguna Google;nice;50.0;12/06/2025 12:49;puas;puas;driver;driver
Pengguna Google;good;40.0;12/06/2025 12:39;puas;puas;lainnya;lainnya
Pengguna Google;pengantaran nya lebih cepet dri yg ku kira dan rasa nya juga enak dan pas 👍👍;50.0;12/06/2025 12:37;puas;puas;lainnya;driver
Pengguna Google;murah tepat waktu;50.0;12/06/2025 12:28;puas;puas;lainnya;lainnya
Pengguna Google;sangat baik;50.0;12/06/2025 12:13;puas;puas;lainnya;lainnya
Pengguna Google;beli voucher promo gak jelas ketentuan nya uang hangus di tuker gak bisa;10.0;12/06/2025 12:08;tidak puas;tidak puas;lainnya;lainnya
Pengguna Google;bagus pakai grab memudahkan kalau lagi pengen pesan makanan;50.0;12/06/2025 11:50;puas;puas;sistem aplikasi;driver
Pengguna Google;paling suka pake grab tepat waktu;50.0;12/06/2025 11:49;puas;puas;lainnya;lainnya
Pengguna Google;drivernya ramah..;50.0;12/06/2025 11:31;puas;puas;driver;driver
Pengguna Google;aplikasi gajelas mau login segala pake vermuk udah gt gagal trs;10.0;12/06/2025 11:29;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;good;50.0;12/06/2025 11:17;puas;puas;lainnya;lainnya
Pengguna Google;terbaik;50.0;12/06/2025 11:12;puas;puas;lainnya;lainnya
Pengguna Google;ok;50.0;12/06/2025 11:11;puas;puas;lainnya;lainnya
Pengguna Google;excellent service;50.0;12/06/2025 11:05;puas;puas;lainnya;lainnya
Pengguna Google;bisa nggak ya driver jangan main telp telpn aja tinggal di pick toh udah sesuai;30.0;12/06/2025 11:03;netral;netral;driver;driver
Pengguna Google;ok;50.0;12/06/2025 10:32;puas;puas;lainnya;lainnya
Pengguna Google;susah dpt driver;30.0;12/06/2025 10:28;netral;netral;driver;driver
Pengguna Google;mantap;50.0;12/06/2025 09:59;puas;puas;lainnya;lainnya
Pengguna Google;the best;50.0;12/06/2025 09:53;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;12/06/2025 09:51;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;12/06/2025 09:46;puas;puas;lainnya;lainnya
Pengguna Google;baik;40.0;12/06/2025 09:24;puas;puas;lainnya;lainnya
Pengguna Google;keren grab nya . mksh ya;50.0;12/06/2025 09:17;puas;puas;lainnya;lainnya
Pengguna Google;perjalanan yg menyenangkan ramah baik sopan mengemudi dengan baik bersih rapih nyaman pokok nya naik grab bpk. penjemputan cepat .. nyampe tujuan aman dan selamat. terimakasih bpk grab semoga saya bisa naik grab bpk yg baik hati dan ramah. cuciku bilang ..mobilnya bagus bersih dan harum. sehat terus ya pak ... dan tetp semangat.wassalam;50.0;12/06/2025 08:56;puas;puas;driver;driver
Pengguna Google;mantap;40.0;12/06/2025 08:55;puas;puas;lainnya;lainnya
Pengguna Google;recomendid;50.0;12/06/2025 08:55;puas;05/08/2020 12:29;lainnya;driver
Pengguna Google;mantap;50.0;12/06/2025 08:45;puas;puas;lainnya;lainnya
Pengguna Google;ko jadinya mahal² bgt makanan disini 🥲;10.0;12/06/2025 08:23;tidak puas;tidak puas;lainnya;driver
Pengguna Google;iklan apk grab nyebelin bgt;10.0;12/06/2025 08:21;tidak puas;tidak puas;lainnya;lainnya
Pengguna Google;aplikasi tolol;10.0;12/06/2025 08:14;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;kenapa saya kok tidak bisa mengorder pesanan.....????;10.0;12/06/2025 08:13;tidak puas;netral;lainnya;lainnya
Pengguna Google;sangat puas;50.0;12/06/2025 08:11;puas;puas;lainnya;lainnya
Pengguna Google;enak dan nyaman;50.0;12/06/2025 07:58;puas;puas;lainnya;driver
Pengguna Google;baik;50.0;12/06/2025 07:58;puas;puas;lainnya;lainnya
Pengguna Google;user friendly;50.0;12/06/2025 07:49;puas;puas;lainnya;sistem aplikasi
Pengguna Google;best;50.0;12/06/2025 07:33;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;12/06/2025 07:32;puas;puas;lainnya;lainnya
Pengguna Google;bagus tepat waktu;50.0;12/06/2025 07:25;puas;puas;lainnya;lainnya
Pengguna Google;saya sangat suka dengan grab;50.0;12/06/2025 07:23;puas;puas;lainnya;driver
Pengguna Google;ok;50.0;12/06/2025 06:53;puas;puas;lainnya;lainnya
Pengguna Google;ok sip;50.0;12/06/2025 06:48;puas;puas;lainnya;lainnya
Pengguna Google;lemot;40.0;12/06/2025 06:24;puas;tidak puas;sistem aplikasi;sistem aplikasi
Pengguna Google;mantap;50.0;12/06/2025 05:35;puas;puas;lainnya;lainnya
Pengguna Google;mantap...;50.0;12/06/2025 05:35;puas;puas;lainnya;lainnya
Pengguna Google;mantap;50.0;12/06/2025 05:23;puas;puas;lainnya;lainnya
Pengguna Google;pesanan terlalu lama;10.0;12/06/2025 05:07;tidak puas;tidak puas;driver;driver
Pengguna Google;ok baik👍;50.0;12/06/2025 05:04;puas;puas;lainnya;lainnya
Pengguna Google;cepat dan mantap 👍;50.0;12/06/2025 05:04;puas;puas;driver;driver
Pengguna Google;memudahkan;50.0;12/06/2025 04:13;puas;puas;lainnya;lainnya
Pengguna Google;sangat baik;50.0;12/06/2025 04:11;puas;puas;lainnya;lainnya
Pengguna Google;bagus;50.0;12/06/2025 04:09;puas;puas;lainnya;lainnya
Pengguna Google;semua baik dan benar;50.0;12/06/2025 03:59;puas;puas;lainnya;driver
Pengguna Google;saya korban orderan fiktif;10.0;12/06/2025 03:47;tidak puas;netral;lainnya;driver
Pengguna Google;keren;50.0;12/06/2025 03:37;puas;puas;lainnya;lainnya
Pengguna Google;perjalanan cepat .tepat waktu;50.0;12/06/2025 03:34;puas;puas;driver;driver
Pengguna Google;sangat hati hati;50.0;12/06/2025 03:33;puas;puas;lainnya;driver
